TIME PERIOD,PRODUCT,TOTAL DOLS (000),NETWORK TV DOLS (000),CABLE TV DOLS (000),SYNDICATION DOLS (000),SPOT TV DOLS (000),MAGAZINES DOLS (000),SUNDAY MAGS DOLS (000),NATL NEWSP DOLS (000),NEWSPAPER DOLS (000),NETWORK RADIO DOLS (000),NAT SPOT RADIO DOLS (000),OUTDOOR DOLS (000)
"WEEK OF JUL 10, 2017 (B)",Hulu-Jack Hannas Wild Countdown : Online,2.1,0,0,2,0.1,0,0,0,0,0,0,0
"WEEK OF JUL 17, 2017 (B)",Hulu : Online,144.4,60.9,20,0,0.1,0,0,0,0,0,63.3,0
"WEEK OF JUL 17, 2017 (B)",Hulu-Jack Hannas Wild Countdown : Online,0.1,0,0,0,0.1,0,0,0,0,0,0,0
"WEEK OF JUL 24, 2017 (B)",Hulu : Online,94.8,0,31.5,0,0,0,0,0,0,0,63.3,0
"WEEK OF JUL 24, 2017 (B)",Hulu-Jack Hannas Wild Countdown : Online,0.1,0,0,0,0.1,0,0,0,0,0,0,0
"WEEK OF JUL 31, 2017 (B)",Hulu : Mobile App,28.1,0,0,0,0,0,0,0,0,0,0,28.1
"WEEK OF JUL 31, 2017 (B)",Hulu : Online,21.9,0,12.9,0,0,0,0,0,0,0,9,0
"WEEK OF JUL 31, 2017 (B)",Hulu Advertising Service : Advertising Services,82,0,0,0,0,0,0,0,0,0,0,82
"WEEK OF AUG 07, 2017 (B)",Hulu : Online,875.9,145.8,729.3,0,0.8,0,0,0,0,0,0,0
"WEEK OF AUG 14, 2017 (B)",Hulu : Online,749.3,65.1,684.2,0,0,0,0,0,0,0,0,0
"WEEK OF AUG 14, 2017 (B)",Hulu-Handmaids Tale : Online,6.7,0,0,0,6.7,0,0,0,0,0,0,0
"WEEK OF AUG 21, 2017 (B)",Hulu : Online,61.3,16.3,44.9,0,0.1,0,0,0,0,0,0,0
"WEEK OF AUG 21, 2017 (B)",Hulu-Handmaids Tale : Online,34.2,0,0,0,16.2,0,0,0,18.1,0,0,0
"WEEK OF AUG 21, 2017 (B)",Hulu-Jack Hannas Wild Countdown : Online,0.1,0,0,0,0.1,0,0,0,0,0,0,0
"WEEK OF AUG 28, 2017 (B)",Hulu : Mobile App,7.2,0,0,0,0,0,0,0,0,0,0,7.2
"WEEK OF AUG 28, 2017 (B)",Hulu : Online,0.1,0,0,0,0.1,0,0,0,0,0,0,0
"WEEK OF AUG 28, 2017 (B)",Hulu Advertising Service : Advertising Services,28.1,0,0,0,0,0,0,0,0,0,0,28.1
"WEEK OF AUG 28, 2017 (B)",Hulu-Handmaids Tale : Online,0.6,0,0,0,0.6,0,0,0,0,0,0,0
"WEEK OF AUG 28, 2017 (B)",Hulu-Jack Hannas Wild Countdown : Online,0.1,0,0,0,0.1,0,0,0,0,0,0,0
"WEEK OF SEP 04, 2017 (B)",Hulu : Online,0,0,0,0,0,0,0,0,0,0,0,0
"WEEK OF SEP 04, 2017 (B)",Hulu-Jack Hannas Wild Countdown : Online,0,0,0,0,0,0,0,0,0,0,0,0
"WEEK OF SEP 11, 2017 (B)",Hulu : Online,2156.7,1333.6,823.1,0,0.1,0,0,0,0,0,0,0
"WEEK OF SEP 11, 2017 (B)",Hulu-Jack Hannas Wild Countdown : Online,0.2,0,0,0,0.2,0,0,0,0,0,0,0
"WEEK OF SEP 18, 2017 (B)",Hulu : Online,1399.7,567.3,832.4,0,0,0,0,0,0,0,0,0
"WEEK OF SEP 18, 2017 (B)",Hulu-Good Behavior : Online,40.9,0,40.9,0,0,0,0,0,0,0,0,0
"WEEK OF SEP 18, 2017 (B)",Hulu-Handmaids Tale : Online,215.1,187.9,27.2,0,0,0,0,0,0,0,0,0
"WEEK OF SEP 18, 2017 (B)",Hulu-Jack Hannas Wild Countdown : Online,0,0,0,0,0,0,0,0,0,0,0,0
"WEEK OF SEP 25, 2017 (B)",Hulu : Corporate Promotion,156.5,0,0,0,0,0,0,0,0,0,0,156.5
"WEEK OF SEP 25, 2017 (B)",Hulu : Mobile App,13.5,0,0,0,0,0,0,0,0,0,0,13.5
"WEEK OF SEP 25, 2017 (B)",Hulu : Online,1997.9,1296.1,698.8,0,0.3,0,0,0,0,0,2.7,0
"WEEK OF SEP 25, 2017 (B)",Hulu Advertising Service : Advertising Services,485.9,0,0,0,0,0,0,0,0,0,0,485.9
"WEEK OF SEP 25, 2017 (B)",Hulu-Future Man : Online,37.3,0,0,0,0,0,0,0,0,0,0,37.3
"WEEK OF SEP 25, 2017 (B)",Hulu-Good Behavior : Online,48.3,0,48.3,0,0,0,0,0,0,0,0,0
"WEEK OF SEP 25, 2017 (B)",Hulu-Handmaids Tale : Online,637.9,530.8,107.1,0,0,0,0,0,0,0,0,0
"WEEK OF SEP 25, 2017 (B)",Hulu-I Love You America : Online,76,0,0,0,0,0,0,0,0,0,0,76
"WEEK OF SEP 25, 2017 (B)",Hulu-Jack Hannas Wild Countdown : Online,0.2,0,0,0,0.2,0,0,0,0,0,0,0
"WEEK OF SEP 25, 2017 (B)",Hulu-Small Business Revolution : Online,90.1,0,0,0,90.1,0,0,0,0,0,0,0
"WEEK OF OCT 02, 2017 (B)",Hulu : Online,1902.1,897.9,985.1,0,0,0,0,0,0,0,19.1,0
"WEEK OF OCT 02, 2017 (B)",Hulu-Good Behavior : Online,64.3,0,64.3,0,0,0,0,0,0,0,0,0
"WEEK OF OCT 02, 2017 (B)",Hulu-Handmaids Tale : Online,13.4,0,13.4,0,0,0,0,0,0,0,0,0
"WEEK OF OCT 02, 2017 (B)",Hulu-Small Business Revolution : Online,80.6,0,0,0,80.6,0,0,0,0,0,0,0
"WEEK OF OCT 09, 2017 (B)",Hulu : Online,74.1,36.4,18.6,0,0,0,0,0,0,0,19.1,0
"WEEK OF OCT 09, 2017 (B)",Hulu-Good Behavior : Online,77.1,0,77.1,0,0,0,0,0,0,0,0,0
"WEEK OF OCT 09, 2017 (B)",Hulu-I Love You America : Online,41,40.2,0.8,0,0,0,0,0,0,0,0,0
"WEEK OF OCT 09, 2017 (B)",Hulu-Small Business Revolution : Online,145.6,0,0,5.8,139.8,0,0,0,0,0,0,0
"WEEK OF OCT 16, 2017 (B)",Hulu : Online,1961.8,1136.8,805.8,0,0,0,0,0,0,0,19.1,0
"WEEK OF OCT 16, 2017 (B)",Hulu-Good Behavior : Online,90.7,0,90.7,0,0,0,0,0,0,0,0,0
"WEEK OF OCT 16, 2017 (B)",Hulu-I Love You America : Online,40.2,40.2,0,0,0,0,0,0,0,0,0,0
"WEEK OF OCT 16, 2017 (B)",Hulu-Small Business Revolution : Online,5.8,0,0,5.8,0,0,0,0,0,0,0,0
"WEEK OF OCT 23, 2017 (B)",Hulu : Online,3963.7,3400.3,544.3,0,0,0,0,0,0,0,19.1,0
"WEEK OF OCT 23, 2017 (B)",Hulu With Live TV : Online,205.6,148.7,56.9,0,0,0,0,0,0,0,0,0
"WEEK OF OCT 23, 2017 (B)",Hulu-Good Behavior : Online,78.8,0,78.8,0,0,0,0,0,0,0,0,0
"WEEK OF OCT 23, 2017 (B)",Hulu-I Love You America : Online,12.4,0,12.4,0,0,0,0,0,0,0,0,0
"WEEK OF OCT 23, 2017 (B)",Hulu-Small Business Revolution : Online,5.8,0,0,5.8,0,0,0,0,0,0,0,0
"WEEK OF OCT 30, 2017 (B)",Hulu : Corporate Promotion,148.2,0,0,0,0,0,0,0,0,0,0,148.2
"WEEK OF OCT 30, 2017 (B)",Hulu : Online,128,0,0,0,0,0,0,0,0,0,70.6,57.3
"WEEK OF OCT 30, 2017 (B)",Hulu Advertising Service : Advertising Services,595.8,0,0,0,0,0,0,0,0,0,0,595.8
"WEEK OF OCT 30, 2017 (B)",Hulu With Live TV : Online,3,0,3,0,0,0,0,0,0,0,0,0
"WEEK OF OCT 30, 2017 (B)",Hulu-Future Man : Online,78.7,0,0,0,0,0,0,0,0,0,0,78.7
"WEEK OF OCT 30, 2017 (B)",Hulu-Marvel Runaways : Online,23.5,0,0,0,0,0,0,0,0,0,0,23.5
"WEEK OF NOV 06, 2017 (B)",Hulu : Online,2812.1,2156,543.7,0,21.2,0,0,0,0,0,91.2,0
"WEEK OF NOV 06, 2017 (B)",Hulu-Future Man : Online,296.4,122,174.4,0,0,0,0,0,0,0,0,0
"WEEK OF NOV 13, 2017 (B)",Hulu : Online,1402.3,739.4,547.1,0,24.5,0,0,0,0,0,91.2,0
"WEEK OF NOV 13, 2017 (B)",Hulu With Live TV : Online,2.6,0,2.6,0,0,0,0,0,0,0,0,0
"WEEK OF NOV 13, 2017 (B)",Hulu-Future Man : Online,254.2,35.3,218.9,0,0,0,0,0,0,0,0,0
"WEEK OF NOV 20, 2017 (B)",Hulu : Online,675.9,542,24.2,0,18.4,0,0,0,0,0,91.2,0
"WEEK OF NOV 20, 2017 (B)",Hulu With Live TV : Online,31.7,0,31.7,0,0,0,0,0,0,0,0,0
"WEEK OF NOV 20, 2017 (B)",Hulu-Future Man : Online,94.1,0,94.1,0,0,0,0,0,0,0,0,0
"WEEK OF NOV 20, 2017 (B)",Hulu-Marvel Runaways : Online,906.7,447.6,458.6,0,0.5,0,0,0,0,0,0,0
"WEEK OF NOV 27, 2017 (B)",Hulu : Mobile App,9.2,0,0,0,0,0,0,0,0,0,0,9.2
"WEEK OF NOV 27, 2017 (B)",Hulu : Online,1321.5,687.3,569.6,0,1,0,0,0,0,0,63.7,0
"WEEK OF NOV 27, 2017 (B)",Hulu Advertising Service : Advertising Services,6.4,0,0,0,0,0,0,0,0,0,0,6.4
"WEEK OF NOV 27, 2017 (B)",Hulu With Live TV : Online,115.5,0,115.1,0,0.4,0,0,0,0,0,0,0
"WEEK OF NOV 27, 2017 (B)",Hulu-Future Man : Online,1.3,0,1.3,0,0,0,0,0,0,0,0,0
"WEEK OF NOV 27, 2017 (B)",Hulu-Marvel Runaways : Online,1285.7,805.9,442.9,0,0.1,0,0,0,0,0,0,36.8
"WEEK OF DEC 04, 2017 (B)",Hulu : Online,1140.6,661.5,452.1,0,0,0,0,0,0,0,27,0
"WEEK OF DEC 04, 2017 (B)",Hulu With Live TV : Online,509.8,351.3,158.5,0,0,0,0,0,0,0,0,0
"WEEK OF DEC 11, 2017 (B)",Hulu : Online,704.2,304.8,372.5,0,0,0,0,0,0,0,27,0
"WEEK OF DEC 11, 2017 (B)",Hulu With Live TV : Online,216.9,0,216.9,0,0,0,0,0,0,0,0,0
"WEEK OF DEC 18, 2017 (B)",Hulu : Online,80,53,0,0,0,0,0,0,0,0,27,0
"WEEK OF DEC 18, 2017 (B)",Hulu With Live TV : Online,0.4,0,0.4,0,0,0,0,0,0,0,0,0
"WEEK OF DEC 25, 2017 (B)",Hulu : Online,657.5,141.8,488.8,0,0,0,0,0,0,0,27,0
"WEEK OF JAN 01, 2018 (B)",Hulu : Online,2608.6,1561,1041.8,0,0,0,0,0,0,0,0,5.8
"WEEK OF JAN 01, 2018 (B)",Hulu Advertising Service : Advertising Services,41.3,0,0,0,0,0,0,0,0,0,0,41.3
"WEEK OF JAN 01, 2018 (B)",Hulu With Live TV : Online,537.2,0,537.2,0,0,0,0,0,0,0,0,0
"WEEK OF JAN 01, 2018 (B)",Hulu-Marvel Runaways : Online,1.7,0,0,0,0,0,0,0,0,0,0,1.7
"WEEK OF JAN 08, 2018 (B)",Hulu : Online,1539.4,958,553.8,0,27.6,0,0,0,0,0,0,0
"WEEK OF JAN 08, 2018 (B)",Hulu With Live TV : Online,58.5,0,58.5,0,0,0,0,0,0,0,0,0
"WEEK OF JAN 15, 2018 (B)",Hulu : Online,2056.6,1467.8,588.8,0,0,0,0,0,0,0,0,0
"WEEK OF JAN 15, 2018 (B)",Hulu With Live TV : Online,61.5,0,61.5,0,0.1,0,0,0,0,0,0,0
"WEEK OF JAN 22, 2018 (B)",Hulu : Online,121.1,88.8,32.3,0,0,0,0,0,0,0,0,0
"WEEK OF JAN 29, 2018 (B)",Hulu : Mobile App,44.6,0,0,0,0,0,0,0,0,0,0,44.6
"WEEK OF JAN 29, 2018 (B)",Hulu : Online,1041.3,687.3,345.2,0,5.2,0,0,0,0,0,0,3.6
"WEEK OF JAN 29, 2018 (B)",Hulu Advertising Service : Advertising Services,422.7,0,0,0,0,0,0,0,0,0,0,422.7
"WEEK OF JAN 29, 2018 (B)",Hulu With Live TV : Online,0.1,0,0.1,0,0,0,0,0,0,0,0,0
"WEEK OF JAN 29, 2018 (B)",Hulu-Castle Rock : Online,6367.5,6356.4,11.1,0,0,0,0,0,0,0,0,0
"WEEK OF JAN 29, 2018 (B)",Hulu-Handmaids Tale : Online,23.5,0,0,0,23.5,0,0,0,0,0,0,0
"WEEK OF JAN 29, 2018 (B)",Hulu-Hard Sun : Online,7.5,0,0,0,0,0,0,0,0,0,0,7.5
"WEEK OF JAN 29, 2018 (B)",Hulu-Looming Tower : Online,149.1,0,0,0,0,0,0,0,0,0,0,149.1
"WEEK OF FEB 05, 2018 (B)",Hulu : Online,2269.4,1754.4,514.8,0,0.2,0,0,0,0,0,0,0
"WEEK OF FEB 05, 2018 (B)",Hulu-Castle Rock : Online,824.8,637.7,185.5,0,1.6,0,0,0,0,0,0,0
"WEEK OF FEB 05, 2018 (B)",Hulu-Handmaids Tale : Online,106.2,88,17.7,0,0.5,0,0,0,0,0,0,0
"WEEK OF FEB 12, 2018 (B)",Hulu : Online,5709.6,4481.4,1214.4,0,13.8,0,0,0,0,0,0,0
"WEEK OF FEB 12, 2018 (B)",Hulu-Castle Rock : Online,29.4,0,18.6,0,10.8,0,0,0,0,0,0,0
"WEEK OF FEB 12, 2018 (B)",Hulu-Handmaids Tale : Online,12.9,0,0,0,12.9,0,0,0,0,0,0,0
"WEEK OF FEB 12, 2018 (B)",Hulu-Looming Tower : Online,172.1,0,169.5,0,2.6,0,0,0,0,0,0,0
"WEEK OF FEB 19, 2018 (B)",Hulu : Online,8976.7,8055.9,920.8,0,0,0,0,0,0,0,0,0
"WEEK OF FEB 19, 2018 (B)",Hulu-Looming Tower : Online,139.3,0,0,0,139.3,0,0,0,0,0,0,0
"WEEK OF FEB 26, 2018 (B)",Hulu : Mobile App,22,0,0,0,0,0,0,0,0,0,0,22
"WEEK OF FEB 26, 2018 (B)",Hulu : Online,715.7,187.2,479.6,0,2.7,0,0,0,0,0,0,46.2
"WEEK OF FEB 26, 2018 (B)",Hulu Advertising Service : Advertising Services,47.2,0,0,0,0,0,0,0,0,0,0,47.2
"WEEK OF FEB 26, 2018 (B)",Hulu-Hard Sun : Online,62.5,0,0,0,0,0,0,0,0,0,0,62.5
"WEEK OF FEB 26, 2018 (B)",Hulu-Looming Tower : Online,2674.9,757.2,432.6,0,1216.7,0,0,0,0,0,0,268.4
"WEEK OF MAR 05, 2018 (B)",Hulu : Online,740.1,400.3,330.3,2.4,7.1,0,0,0,0,0,0,0
"WEEK OF MAR 05, 2018 (B)",Hulu-Hard Sun : Online,420.3,0,420.3,0,0,0,0,0,0,0,0,0
"WEEK OF MAR 05, 2018 (B)",Hulu-Jack Hannas Wild Countdown : Online,0,0,0,0,0,0,0,0,0,0,0,0
"WEEK OF MAR 05, 2018 (B)",Hulu-Looming Tower : Online,1086,573.1,478.5,0,34.5,0,0,0,0,0,0,0
"WEEK OF MAR 12, 2018 (B)",Hulu : Online,7431.1,4526.8,2901.9,2.4,0,0,0,0,0,0,0,0
"WEEK OF MAR 12, 2018 (B)",Hulu-Hard Sun : Online,306.8,0,306.8,0,0,0,0,0,0,0,0,0
"WEEK OF MAR 12, 2018 (B)",Hulu-Jack Hannas Wild Countdown : Online,0.1,0,0,0,0.1,0,0,0,0,0,0,0
"WEEK OF MAR 12, 2018 (B)",Hulu-Looming Tower : Online,7.3,0,7.3,0,0,0,0,0,0,0,0,0
"WEEK OF MAR 19, 2018 (B)",Hulu : Online,4.1,0,1.6,2.4,0,0,0,0,0,0,0,0
"WEEK OF MAR 19, 2018 (B)",Hulu-Hard Sun : Online,1.6,0,1.6,0,0,0,0,0,0,0,0,0
"WEEK OF MAR 19, 2018 (B)",Hulu-Jack Hannas Wild Countdown : Online,0.1,0,0,0,0.1,0,0,0,0,0,0,0
"WEEK OF MAR 26, 2018 (B)",Hulu : Online,328.5,320.2,0,2.4,0,0,0,0,0,0,0,5.9
"WEEK OF MAR 26, 2018 (B)",Hulu Advertising Service : Advertising Services,388.3,0,0,0,0,0,0,0,0,0,0,388.3
"WEEK OF MAR 26, 2018 (B)",Hulu-Jack Hannas Wild Countdown : Online,0,0,0,0,0,0,0,0,0,0,0,0
"WEEK OF APR 02, 2018 (B)",Hulu : Online,200.7,0,0,0,0,200.7,0,0,0,0,0,0
"WEEK OF APR 09, 2018 (B)",Hulu : Online,744.2,153.7,590.5,0,0,0,0,0,0,0,0,0
"WEEK OF APR 09, 2018 (B)",Hulu With Live TV : Online,1.3,0,1.3,0,0,0,0,0,0,0,0,0
"WEEK OF APR 16, 2018 (B)",Hulu : Online,3699.4,225,3474.4,0,0,0,0,0,0,0,0,0
"WEEK OF APR 16, 2018 (B)",Hulu-Handmaids Tale : Online,1162.2,584,578.2,0,0,0,0,0,0,0,0,0
"WEEK OF APR 23, 2018 (B)",Hulu : Online,3909.7,334.5,3574.1,0,1,0,0,0,0,0,0,0
"WEEK OF APR 23, 2018 (B)",Hulu With Live TV : Online,5.8,0,5.8,0,0,0,0,0,0,0,0,0
"WEEK OF APR 23, 2018 (B)",Hulu-Handmaids Tale : Online,1144,454.5,689.5,0,0,0,0,0,0,0,0,0
"WEEK OF APR 30, 2018 (B)",Hulu : Mobile App,6.9,0,0,0,0,0,0,0,0,0,0,6.9
"WEEK OF APR 30, 2018 (B)",Hulu : Online,4314.9,146.1,4041.9,3.5,0,0,0,0,0,0,0,123.5
"WEEK OF APR 30, 2018 (B)",Hulu Advertising Service : Advertising Services,207.1,0,0,0,0,0,0,0,0,0,0,207.1
"WEEK OF APR 30, 2018 (B)",Hulu-Handmaids Tale : Online,990.7,289.4,701.3,0,0,0,0,0,0,0,0,0
"WEEK OF APR 30, 2018 (B)",Hulu-Jack Hannas Wild Countdown : Online,0,0,0,0,0,0,0,0,0,0,0,0
"WEEK OF MAY 07, 2018 (B)",Hulu : Online,2971.5,53.5,2914.6,3.5,0,0,0,0,0,0,0,0
"WEEK OF MAY 07, 2018 (B)",Hulu-Handmaids Tale : Online,129.1,55.1,74,0,0,0,0,0,0,0,0,0
"WEEK OF MAY 07, 2018 (B)",Hulu-Jack Hannas Wild Countdown : Online,0.2,0,0,0,0.2,0,0,0,0,0,0,0
"WEEK OF MAY 14, 2018 (B)",Hulu : Online,3213.2,2103.9,1109.3,0,0,0,0,0,0,0,0,0
"WEEK OF MAY 14, 2018 (B)",Hulu With Live TV : Online,164,163.5,0,0,0.5,0,0,0,0,0,0,0
"WEEK OF MAY 14, 2018 (B)",Hulu-Handmaids Tale : Online,62.7,7.8,54.9,0,0,0,0,0,0,0,0,0
"WEEK OF MAY 14, 2018 (B)",Hulu-Real Announcers Of Studio J : Online,1069.9,0,1069.9,0,0,0,0,0,0,0,0,0
"WEEK OF MAY 21, 2018 (B)",Hulu : Online,764.8,493.1,267.2,4.5,0,0,0,0,0,0,0,0
"WEEK OF MAY 21, 2018 (B)",Hulu With Live TV : Online,460.1,458.2,1.8,0,0.1,0,0,0,0,0,0,0
"WEEK OF MAY 21, 2018 (B)",Hulu-Jack Hannas Wild Countdown : Online,0.2,0,0,0,0.2,0,0,0,0,0,0,0
"WEEK OF MAY 21, 2018 (B)",Hulu-Real Announcers Of Studio J : Online,1903.7,0,1903.7,0,0,0,0,0,0,0,0,0
"WEEK OF MAY 28, 2018 (B)",Hulu : Online,350.9,132,167,0,0,0,0,0,0,0,0,51.9
"WEEK OF MAY 28, 2018 (B)",Hulu-Real Announcers Of Studio J : Online,380.7,0,380.7,0,0,0,0,0,0,0,0,0
"WEEK OF JUN 04, 2018 (B)",Hulu : Online,296.9,289,7.4,0,0.5,0,0,0,0,0,0,0
"WEEK OF JUN 04, 2018 (B)",Hulu-Handmaids Tale : Online,1.6,0,0,0,1.6,0,0,0,0,0,0,0
"WEEK OF JUN 04, 2018 (B)",Hulu-Looming Tower : Online,1.8,0,0,0,1.8,0,0,0,0,0,0,0
"WEEK OF JUN 11, 2018 (B)",Hulu-Handmaids Tale : Online,4,0,0,0,4,0,0,0,0,0,0,0
"WEEK OF JUN 11, 2018 (B)",Hulu-Looming Tower : Online,2.3,0,0,0,2.3,0,0,0,0,0,0,0
"WEEK OF JUN 18, 2018 (B)",Hulu : Online,14.5,0,9,5.4,0.1,0,0,0,0,0,0,0
"WEEK OF JUN 18, 2018 (B)",Hulu-Handmaids Tale : Online,3.1,0,0,0,3.1,0,0,0,0,0,0,0
"WEEK OF JUN 18, 2018 (B)",Hulu-Jack Hannas Wild Countdown : Online,0.2,0,0,0,0.2,0,0,0,0,0,0,0
"WEEK OF JUN 18, 2018 (B)",Hulu-Looming Tower : Online,32.7,0,0,0,3.3,0,0,0,29.4,0,0,0
"WEEK OF JUN 25, 2018 (B)",Hulu : Online,397.3,0,0,0,0,0,0,0,0,0,12.5,384.8
"WEEK OF JUL 02, 2018 (B)",Hulu : Online,87.5,0,0,0,0,0,0,0,0,0,87.5,0
"WEEK OF JUL 09, 2018 (B)",Hulu : Online,87.5,0,0,0,0,0,0,0,0,0,87.5,0
"WEEK OF JUL 16, 2018 (B)",Hulu : Online,92.5,0,0,5,0,0,0,0,0,0,87.5,0
"WEEK OF JUL 16, 2018 (B)",Hulu-Castle Rock : Online,29,0,29,0,0,0,0,0,0,0,0,0
"WEEK OF JUL 16, 2018 (B)",Hulu-Jack Hannas Wild Countdown : Online,0.2,0,0,0,0.2,0,0,0,0,0,0,0
"WEEK OF JUL 23, 2018 (B)",Hulu : Online,94,0,0,6.5,0,0,0,0,0,0,87.5,0
"WEEK OF JUL 23, 2018 (B)",Hulu-Castle Rock : Online,33.3,0,33.3,0,0,0,0,0,0,0,0,0
"WEEK OF JUL 23, 2018 (B)",Hulu-Jack Hannas Wild Countdown : Online,0.2,0,0,0,0.2,0,0,0,0,0,0,0
"WEEK OF JUL 30, 2018 (B)",Hulu : Online,422.3,0,0,0,0,0,0,0,0,0,98.2,324.1
"WEEK OF JUL 30, 2018 (B)",Hulu-Castle Rock : Online,54.6,0,12.5,0,0,0,0,0,0,0,0,42.1
"WEEK OF JUL 30, 2018 (B)",Hulu-Marvel Runaways : Online,1.9,0,1.9,0,0,0,0,0,0,0,0,0
"WEEK OF JUL 30, 2018 (B)",Hulu-Superstore : Online,14.6,0,14.6,0,0,0,0,0,0,0,0,0
"WEEK OF AUG 06, 2018 (B)",Hulu : Online,102.4,0,0,0,0,0,0,0,0,0,102.4,0
"WEEK OF AUG 06, 2018 (B)",Hulu-Castle Rock : Online,7.4,0,7.4,0,0,0,0,0,0,0,0,0
"WEEK OF AUG 06, 2018 (B)",Hulu-Superstore : Online,105.4,0,105.4,0,0,0,0,0,0,0,0,0
"WEEK OF AUG 13, 2018 (B)",Hulu : Online,102.4,0,0,0,0,0,0,0,0,0,102.4,0
"WEEK OF AUG 13, 2018 (B)",Hulu-Castle Rock : Online,11.9,0,11.9,0,0,0,0,0,0,0,0,0
"WEEK OF AUG 13, 2018 (B)",Hulu-Minding The Gap : Online,4.3,0,0,0,0,0,0,0,4.3,0,0,0
"WEEK OF AUG 13, 2018 (B)",Hulu-Superstore : Online,73.9,0,73.9,0,0,0,0,0,0,0,0,0
"WEEK OF AUG 20, 2018 (B)",Hulu : Online,102.4,0,0,0,0,0,0,0,0,0,102.4,0
"WEEK OF AUG 20, 2018 (B)",Hulu-American Crime : Online,47.6,0,0,0,0,0,0,47.6,0,0,0,0
"WEEK OF AUG 20, 2018 (B)",Hulu-Castle Rock : Online,9.1,0,9.1,0,0,0,0,0,0,0,0,0
"WEEK OF AUG 27, 2018 (B)",Hulu : Online,762.5,0,0,0,0,0,0,0,0,0,86.5,676
"WEEK OF AUG 27, 2018 (B)",Hulu-Castle Rock : Online,113.9,0,113.9,0,0,0,0,0,0,0,0,0
"WEEK OF AUG 27, 2018 (B)",Hulu-Crime & Punishment : Online,4.3,0,0,0,0,0,0,0,4.3,0,0,0
"WEEK OF SEP 03, 2018 (B)",Hulu : Online,597.4,508.1,0,0,42.7,0,0,0,0,0,46.5,0
"WEEK OF SEP 03, 2018 (B)",Hulu-College Football : Online,91.9,75.9,15.8,0,0.2,0,0,0,0,0,0,0
"WEEK OF SEP 10, 2018 (B)",Hulu : Online,660.6,584,23,0,7,0,0,0,0,0,46.5,0
"WEEK OF SEP 10, 2018 (B)",Hulu With Live TV : Online,1.8,0,0,0,1.8,0,0,0,0,0,0,0
"WEEK OF SEP 17, 2018 (B)",Hulu : Online,4422.4,4042.4,333.4,0,0,0,0,0,0,0,46.5,0
"WEEK OF SEP 17, 2018 (B)",Hulu With Live TV : Online,1015.6,712,277,0,26.6,0,0,0,0,0,0,0
"WEEK OF SEP 17, 2018 (B)",Hulu-First : Online,32,0,32,0,0,0,0,0,0,0,0,0
"WEEK OF SEP 24, 2018 (B)",Hulu : Online,4492.1,4193.6,178.6,0,73.4,0,0,0,0,0,46.5,0
"WEEK OF SEP 24, 2018 (B)",Hulu With Live TV : Online,1662.9,1126.5,536.1,0,0.3,0,0,0,0,0,0,0
"WEEK OF OCT 01, 2018 (B)",Hulu : Online,2176.7,1048.1,408.2,0,49,0,0,0,0,0,34.6,636.9
"WEEK OF OCT 01, 2018 (B)",Hulu With Live TV : Online,1836.6,1445.8,385.3,0,5.5,0,0,0,0,0,0,0
"WEEK OF OCT 01, 2018 (B)",Hulu-Main Street : Online,26.8,0,0,0,26.8,0,0,0,0,0,0,0
